transactionId,accountId,amount,type,timestamp
t249,acc10,2500.0,DEBIT,2024-01-01 10:04:09
t250,acc1,2510.0,CREDIT,2024-01-01 10:04:10
t251,acc2,2520.0,DEBIT,2024-01-01 10:04:11
t252,acc3,2530.0,CREDIT,2024-01-01 10:04:12
t253,acc4,2540.0,DEBIT,2024-01-01 10:04:13
t254,acc5,2550.0,CREDIT,2024-01-01 10:04:14
t255,acc6,2560.0,DEBIT,2024-01-01 10:04:15
t256,acc7,2570.0,CREDIT,2024-01-01 10:04:16
t257,acc8,2580.0,DEBIT,2024-01-01 10:04:17
t258,acc9,2590.0,CREDIT,2024-01-01 10:04:18
t259,acc10,2600.0,DEBIT,2024-01-01 10:04:19
t260,acc1,2610.0,CREDIT,2024-01-01 10:04:20
t261,acc2,2620.0,DEBIT,2024-01-01 10:04:21
t262,acc3,2630.0,CREDIT,2024-01-01 10:04:22
t263,acc4,2640.0,DEBIT,2024-01-01 10:04:23
t264,acc5,2650.0,CREDIT,2024-01-01 10:04:24
t265,acc6,2660.0,DEBIT,2024-01-01 10:04:25
t266,acc7,2670.0,CREDIT,2024-01-01 10:04:26
t267,acc8,2680.0,DEBIT,2024-01-01 10:04:27
t268,acc9,2690.0,CREDIT,2024-01-01 10:04:28
t269,acc10,2700.0,DEBIT,2024-01-01 10:04:29
t270,acc1,2710.0,CREDIT,2024-01-01 10:04:30
t271,acc2,2720.0,DEBIT,2024-01-01 10:04:31
t272,acc3,2730.0,CREDIT,2024-01-01 10:04:32
t273,acc4,2740.0,DEBIT,2024-01-01 10:04:33
t274,acc5,2750.0,CREDIT,2024-01-01 10:04:34
t275,acc6,2760.0,DEBIT,2024-01-01 10:04:35
t276,acc7,2770.0,CREDIT,2024-01-01 10:04:36
t277,acc8,2780.0,DEBIT,2024-01-01 10:04:37
t278,acc9,2790.0,CREDIT,2024-01-01 10:04:38
t279,acc10,2800.0,DEBIT,2024-01-01 10:04:39
t280,acc1,2810.0,CREDIT,2024-01-01 10:04:40
t281,acc2,2820.0,DEBIT,2024-01-01 10:04:41
t282,acc3,2830.0,CREDIT,2024-01-01 10:04:42
t283,acc4,2840.0,DEBIT,2024-01-01 10:04:43
t284,acc5,2850.0,CREDIT,2024-01-01 10:04:44
t285,acc6,2860.0,DEBIT,2024-01-01 10:04:45
t286,acc7,2870.0,CREDIT,2024-01-01 10:04:46
t287,acc8,2880.0,DEBIT,2024-01-01 10:04:47
t288,acc9,2890.0,CREDIT,2024-01-01 10:04:48
t289,acc10,2900.0,DEBIT,2024-01-01 10:04:49
t290,acc1,2910.0,CREDIT,2024-01-01 10:04:50
t291,acc2,2920.0,DEBIT,2024-01-01 10:04:51
t292,acc3,2930.0,CREDIT,2024-01-01 10:04:52
t293,acc4,2940.0,DEBIT,2024-01-01 10:04:53
t294,acc5,2950.0,CREDIT,2024-01-01 10:04:54
t295,acc6,2960.0,DEBIT,2024-01-01 10:04:55
t296,acc7,2970.0,CREDIT,2024-01-01 10:04:56
t297,acc8,2980.0,DEBIT,2024-01-01 10:04:57
t298,acc9,2990.0,CREDIT,2024-01-01 10:04:58
t299,acc10,3000.0,DEBIT,2024-01-01 10:04:59
t300,acc1,3010.0,CREDIT,2024-01-01 10:05:00
t301,acc2,3020.0,DEBIT,2024-01-01 10:05:01
t302,acc3,3030.0,CREDIT,2024-01-01 10:05:02
t303,acc4,3040.0,DEBIT,2024-01-01 10:05:03
t304,acc5,3050.0,CREDIT,2024-01-01 10:05:04
t305,acc6,3060.0,DEBIT,2024-01-01 10:05:05
t306,acc7,3070.0,CREDIT,2024-01-01 10:05:06
t307,acc8,3080.0,DEBIT,2024-01-01 10:05:07
t308,acc9,3090.0,CREDIT,2024-01-01 10:05:08
t309,acc10,3100.0,DEBIT,2024-01-01 10:05:09
t310,acc1,3110.0,CREDIT,2024-01-01 10:05:10
t311,acc2,3120.0,DEBIT,2024-01-01 10:05:11
t312,acc3,3130.0,CREDIT,2024-01-01 10:05:12
t313,acc4,3140.0,DEBIT,2024-01-01 10:05:13
t314,acc5,3150.0,CREDIT,2024-01-01 10:05:14
t315,acc6,3160.0,DEBIT,2024-01-01 10:05:15
t316,acc7,3170.0,CREDIT,2024-01-01 10:05:16
t317,acc8,3180.0,DEBIT,2024-01-01 10:05:17
t318,acc9,3190.0,CREDIT,2024-01-01 10:05:18
t319,acc10,3200.0,DEBIT,2024-01-01 10:05:19
t320,acc1,3210.0,CREDIT,2024-01-01 10:05:20
t321,acc2,3220.0,DEBIT,2024-01-01 10:05:21
t322,acc3,3230.0,CREDIT,2024-01-01 10:05:22
t323,acc4,3240.0,DEBIT,2024-01-01 10:05:23
t324,acc5,3250.0,CREDIT,2024-01-01 10:05:24
t325,acc6,3260.0,DEBIT,2024-01-01 10:05:25
t326,acc7,3270.0,CREDIT,2024-01-01 10:05:26
t327,acc8,3280.0,DEBIT,2024-01-01 10:05:27
t328,acc9,3290.0,CREDIT,2024-01-01 10:05:28
t329,acc10,3300.0,DEBIT,2024-01-01 10:05:29
t330,acc1,3310.0,CREDIT,2024-01-01 10:05:30
t331,acc2,3320.0,DEBIT,2024-01-01 10:05:31
t332,acc3,3330.0,CREDIT,2024-01-01 10:05:32
t333,acc4,3340.0,DEBIT,2024-01-01 10:05:33
t334,acc5,3350.0,CREDIT,2024-01-01 10:05:34
t335,acc6,3360.0,DEBIT,2024-01-01 10:05:35
t336,acc7,3370.0,CREDIT,2024-01-01 10:05:36
t337,acc8,3380.0,DEBIT,2024-01-01 10:05:37
t338,acc9,3390.0,CREDIT,2024-01-01 10:05:38
t339,acc10,3400.0,DEBIT,2024-01-01 10:05:39
t340,acc1,3410.0,CREDIT,2024-01-01 10:05:40
t341,acc2,3420.0,DEBIT,2024-01-01 10:05:41
t342,acc3,3430.0,CREDIT,2024-01-01 10:05:42
t343,acc4,3440.0,DEBIT,2024-01-01 10:05:43
t344,acc5,3450.0,CREDIT,2024-01-01 10:05:44
t345,acc6,3460.0,DEBIT,2024-01-01 10:05:45
t346,acc7,3470.0,CREDIT,2024-01-01 10:05:46
t347,acc8,3480.0,DEBIT,2024-01-01 10:05:47
t348,acc9,3490.0,CREDIT,2024-01-01 10:05:48
t349,acc10,3500.0,DEBIT,2024-01-01 10:05:49
t350,acc1,3510.0,CREDIT,2024-01-01 10:05:50
t351,acc2,3520.0,DEBIT,2024-01-01 10:05:51
t352,acc3,3530.0,CREDIT,2024-01-01 10:05:52
t353,acc4,3540.0,DEBIT,2024-01-01 10:05:53
t354,acc5,3550.0,CREDIT,2024-01-01 10:05:54
t355,acc6,3560.0,DEBIT,2024-01-01 10:05:55
t356,acc7,3570.0,CREDIT,2024-01-01 10:05:56
t357,acc8,3580.0,DEBIT,2024-01-01 10:05:57
t358,acc9,3590.0,CREDIT,2024-01-01 10:05:58
t359,acc10,3600.0,DEBIT,2024-01-01 10:05:59
t360,acc1,3610.0,CREDIT,2024-01-01 10:06:00
t361,acc2,3620.0,DEBIT,2024-01-01 10:06:01
t362,acc3,3630.0,CREDIT,2024-01-01 10:06:02
t363,acc4,3640.0,DEBIT,2024-01-01 10:06:03
t364,acc5,3650.0,CREDIT,2024-01-01 10:06:04
t365,acc6,3660.0,DEBIT,2024-01-01 10:06:05
t366,acc7,3670.0,CREDIT,2024-01-01 10:06:06
t367,acc8,3680.0,DEBIT,2024-01-01 10:06:07
t368,acc9,3690.0,CREDIT,2024-01-01 10:06:08
t369,acc10,3700.0,DEBIT,2024-01-01 10:06:09
t370,acc1,3710.0,CREDIT,2024-01-01 10:06:10
t371,acc2,3720.0,DEBIT,2024-01-01 10:06:11
t372,acc3,3730.0,CREDIT,2024-01-01 10:06:12
t373,acc4,3740.0,DEBIT,2024-01-01 10:06:13
t374,acc5,3750.0,CREDIT,2024-01-01 10:06:14
t375,acc6,3760.0,DEBIT,2024-01-01 10:06:15
t376,acc7,3770.0,CREDIT,2024-01-01 10:06:16
t377,acc8,3780.0,DEBIT,2024-01-01 10:06:17
t378,acc9,3790.0,CREDIT,2024-01-01 10:06:18
t379,acc10,3800.0,DEBIT,2024-01-01 10:06:19
t380,acc1,3810.0,CREDIT,2024-01-01 10:06:20
t381,acc2,3820.0,DEBIT,2024-01-01 10:06:21
t382,acc3,3830.0,CREDIT,2024-01-01 10:06:22
t383,acc4,3840.0,DEBIT,2024-01-01 10:06:23
t384,acc5,3850.0,CREDIT,2024-01-01 10:06:24
t385,acc6,3860.0,DEBIT,2024-01-01 10:06:25
t386,acc7,3870.0,CREDIT,2024-01-01 10:06:26
t387,acc8,3880.0,DEBIT,2024-01-01 10:06:27
t388,acc9,3890.0,CREDIT,2024-01-01 10:06:28
t389,acc10,3900.0,DEBIT,2024-01-01 10:06:29
t390,acc1,3910.0,CREDIT,2024-01-01 10:06:30
t391,acc2,3920.0,DEBIT,2024-01-01 10:06:31
t392,acc3,3930.0,CREDIT,2024-01-01 10:06:32
t393,acc4,3940.0,DEBIT,2024-01-01 10:06:33
t394,acc5,3950.0,CREDIT,2024-01-01 10:06:34
t395,acc6,3960.0,DEBIT,2024-01-01 10:06:35
t396,acc7,3970.0,CREDIT,2024-01-01 10:06:36
t397,acc8,3980.0,DEBIT,2024-01-01 10:06:37
t398,acc9,3990.0,CREDIT,2024-01-01 10:06:38
t399,acc10,4000.0,DEBIT,2024-01-01 10:06:39
t400,acc1,4010.0,CREDIT,2024-01-01 10:06:40
t401,acc2,4020.0,DEBIT,2024-01-01 10:06:41
t402,acc3,4030.0,CREDIT,2024-01-01 10:06:42
t403,acc4,4040.0,DEBIT,2024-01-01 10:06:43
t404,acc5,4050.0,CREDIT,2024-01-01 10:06:44
t405,acc6,4060.0,DEBIT,2024-01-01 10:06:45
t406,acc7,4070.0,CREDIT,2024-01-01 10:06:46
t407,acc8,4080.0,DEBIT,2024-01-01 10:06:47
t408,acc9,4090.0,CREDIT,2024-01-01 10:06:48
t409,acc10,4100.0,DEBIT,2024-01-01 10:06:49
t410,acc1,4110.0,CREDIT,2024-01-01 10:06:50
t411,acc2,4120.0,DEBIT,2024-01-01 10:06:51
t412,acc3,4130.0,CREDIT,2024-01-01 10:06:52
t413,acc4,4140.0,DEBIT,2024-01-01 10:06:53
t414,acc5,4150.0,CREDIT,2024-01-01 10:06:54
t415,acc6,4160.0,DEBIT,2024-01-01 10:06:55
t416,acc7,4170.0,CREDIT,2024-01-01 10:06:56
t417,acc8,4180.0,DEBIT,2024-01-01 10:06:57
t418,acc9,4190.0,CREDIT,2024-01-01 10:06:58
t419,acc10,4200.0,DEBIT,2024-01-01 10:06:59
t420,acc1,4210.0,CREDIT,2024-01-01 10:07:00
t421,acc2,4220.0,DEBIT,2024-01-01 10:07:01
t422,acc3,4230.0,CREDIT,2024-01-01 10:07:02
t423,acc4,4240.0,DEBIT,2024-01-01 10:07:03
t424,acc5,4250.0,CREDIT,2024-01-01 10:07:04
t425,acc6,4260.0,DEBIT,2024-01-01 10:07:05
t426,acc7,4270.0,CREDIT,2024-01-01 10:07:06
t427,acc8,4280.0,DEBIT,2024-01-01 10:07:07
t428,acc9,4290.0,CREDIT,2024-01-01 10:07:08
t429,acc10,4300.0,DEBIT,2024-01-01 10:07:09
t430,acc1,4310.0,CREDIT,2024-01-01 10:07:10
t431,acc2,4320.0,DEBIT,2024-01-01 10:07:11
t432,acc3,4330.0,CREDIT,2024-01-01 10:07:12
t433,acc4,4340.0,DEBIT,2024-01-01 10:07:13
t434,acc5,4350.0,CREDIT,2024-01-01 10:07:14
t435,acc6,4360.0,DEBIT,2024-01-01 10:07:15
t436,acc7,4370.0,CREDIT,2024-01-01 10:07:16
t437,acc8,4380.0,DEBIT,2024-01-01 10:07:17
t438,acc9,4390.0,CREDIT,2024-01-01 10:07:18
t439,acc10,4400.0,DEBIT,2024-01-01 10:07:19
t440,acc1,4410.0,CREDIT,2024-01-01 10:07:20
t441,acc2,4420.0,DEBIT,2024-01-01 10:07:21
t442,acc3,4430.0,CREDIT,2024-01-01 10:07:22
t443,acc4,4440.0,DEBIT,2024-01-01 10:07:23
t444,acc5,4450.0,CREDIT,2024-01-01 10:07:24
t445,acc6,4460.0,DEBIT,2024-01-01 10:07:25
t446,acc7,4470.0,CREDIT,2024-01-01 10:07:26
t447,acc8,4480.0,DEBIT,2024-01-01 10:07:27
t448,acc9,4490.0,CREDIT,2024-01-01 10:07:28
t449,acc10,4500.0,DEBIT,2024-01-01 10:07:29
t450,acc1,4510.0,CREDIT,2024-01-01 10:07:30
t451,acc2,4520.0,DEBIT,2024-01-01 10:07:31
t452,acc3,4530.0,CREDIT,2024-01-01 10:07:32
t453,acc4,4540.0,DEBIT,2024-01-01 10:07:33
